Electron_projectile_energy, keV	cross_section, barn
1.0	0
76.37185929648241	0
151.74371859296483	0
227.11557788944725	0
302.48743718592965	0
377.85929648241205	0
453.2311557788945	0
528.6030150753769	0
603.9748743718593	0
679.3467336683417	0
754.7185929648241	0
830.0904522613065	0
905.462311557789	0
980.8341708542714	0
1056.2060301507538	0
1131.5778894472362	0
1206.9497487437186	1.48072377495022E-25
1282.321608040201	1.05536543659436E-26
1357.6934673366834	3.10224722760376E-26
1433.0653266331658	9.14782519019255E-32
1508.4371859296482	2.57315284321931E-29
1583.8090452261306	3.62254742485736E-26
1659.180904522613	2.07664462187775E-29
1734.5527638190954	7.68905226573612E-31
1809.924623115578	1.50609531882668E-31
1885.2964824120604	1.40829487501812E-32
1960.6683417085428	1.74093392928126E-32
2036.0402010050252	3.98921014043623E-32
2111.4120603015076	5.87100374621495E-32
2186.78391959799	9.60074804008072E-32
2262.1557788944724	1.45965383974530E-31
2337.527638190955	2.25481847800575E-31
2412.899497487437	8.06717338350406E-31
2488.2713567839196	3.31342583302573E-29
2563.643216080402	1.56961392110989E-30
2639.0150753768844	2.42361513894629E-31
2714.386934673367	1.29765324883680E-31
2789.758793969849	2.78917766156899E-31
2865.1306532663316	7.31532857413942E-32
2940.502512562814	7.18392144507982E-32
3015.8743718592964	3.87543357036782E-31
3091.246231155779	7.77337740233383E-30
3166.618090452261	2.03801521498602E-30
3241.9899497487436	1.60544552753789E-31
3317.361809045226	4.67764432867837E-32
3392.7336683417084	2.14700368545103E-32
3468.105527638191	1.15267093912359E-32
3543.477386934673	6.27719025308494E-33
3618.849246231156	3.84298788959832E-33
3694.2211055276384	2.79044915743208E-33
3769.592964824121	2.08388684867061E-33
3844.964824120603	1.19454230441651E-33
3920.3366834170856	8.80725633899642E-34
3995.708542713568	6.34077284710412E-34
4071.0804020100504	5.30532678177100E-34
4146.452261306533	3.87814532150581E-34
4221.824120603015	2.63157864753673E-34
4297.195979899498	2.41746480648660E-34
4372.56783919598	1.77940359480375E-34
4447.939698492462	1.39135595760413E-34
4523.311557788945	1.34360956812374E-34
4598.683417085427	8.34309741999012E-35
4674.05527638191	5.65806486010597E-35
4749.427135678392	5.61357061636678E-35
4824.798994974874	5.79748044599251E-35
4900.170854271357	4.57222503246613E-35
4975.542713567839	4.17497164799171E-35
5050.914572864322	2.30303735317545E-35
5126.286432160804	1.90574225919146E-35
5201.658291457286	2.04663947965228E-35
5277.030150753769	1.22165487547154E-35
5352.402010050251	1.22481346926700E-35
5427.773869346734	6.58980289723466E-36
5503.145728643216	8.22721677580090E-36
5578.517587939698	1.04630915591810E-35
5653.889447236181	8.17113093738433E-36
5729.261306532663	3.61873051890376E-36
5804.633165829146	5.02276959275920E-36
5880.005025125628	5.38473277120014E-36
5955.37688442211	3.04929934087036E-36
6030.748743718593	4.82606377220345E-36
6106.120603015075	2.17408343830047E-36
6181.492462311558	3.33973341260758E-36
6256.86432160804	2.48209627010224E-36
6332.236180904522	2.59992244522144E-36
6407.608040201005	1.38825503231391E-36
6482.979899497487	1.66398040207456E-36
6558.35175879397	2.22177368616859E-36
6633.723618090452	1.70602842380839E-36
6709.095477386934	1.30529879889438E-36
6784.467336683417	1.88855018455870E-36
6859.839195979899	1.37492296776829E-36
6935.211055276382	7.69781030638513E-37
7010.582914572864	1.36129088988051E-36
7085.954773869346	1.21782030091546E-36
7161.326633165829	1.11661793808566E-36
7236.698492462312	9.52532500655756E-37
7312.0703517587945	9.55269315616212E-37
7387.442211055277	1.04020288328678E-36
7462.814070351759	5.04031207373418E-37
7538.185929648242	8.42898457905960E-37
7613.557788944724	6.09093727461838E-37
7688.929648241206	6.53952448918663E-37
7764.301507537689	7.99020887893689E-37
7839.673366834171	3.87497509966845E-37
7915.045226130654	4.44085743625078E-37
7990.417085427136	5.12835663492634E-37
8065.788944723618	4.47469089181527E-37
8141.160804020101	3.44192347226801E-37
8216.532663316582	2.90225457657933E-37
8291.904522613066	3.00159102191421E-37
8367.276381909547	2.93886449173376E-37
8442.64824120603	3.75927690348083E-37
8518.020100502512	4.22743192232534E-37
8593.391959798995	3.43949404510990E-37
8668.763819095477	3.40358252146578E-37
8744.13567839196	1.93168794062401E-37
8819.507537688442	2.59403363021797E-37
8894.879396984925	2.88284164375259E-37
8970.251256281406	3.14433489046280E-37
9045.62311557789	2.01554857878911E-37
9120.994974874371	2.84273888881762E-37
9196.366834170854	2.58473382751869E-37
9271.738693467336	2.18643647042377E-37
9347.11055276382	2.42604885039854E-37
9422.4824120603	2.07090412885841E-37
9497.854271356784	2.44764684913589E-37
9573.226130653265	2.66425819970869E-37
9648.597989949749	1.67800883918908E-37
9723.969849246232	1.88083334981062E-37
9799.341708542714	1.68241695485975E-37
9874.713567839197	1.57872712727701E-37
9950.085427135678	1.94926043766880E-37
10025.457286432162	1.32882944228799E-37
10100.829145728643	1.37336675884325E-37
10176.201005025127	1.25430258819660E-37
10251.572864321608	1.42755184253996E-37
10326.944723618091	1.51993830339721E-37
10402.316582914573	1.47677462363618E-37
10477.688442211056	1.24097764236775E-37
10553.060301507538	1.19818448089954E-37
10628.43216080402	1.12885811583892E-37
10703.804020100502	1.31574126966781E-37
10779.175879396986	1.12208464184235E-37
10854.547738693467	1.01344975516722E-37
10929.91959798995	1.06933649668337E-37
11005.291457286432	8.02898353767404E-38
11080.663316582915	1.11617734277178E-37
11156.035175879397	1.07617636883168E-37
11231.40703517588	9.26699465777514E-38
11306.778894472362	1.06530306142789E-37
11382.150753768845	8.68172951727085E-38
11457.522613065326	8.69607608566124E-38
11532.89447236181	7.88541262532113E-38
11608.266331658291	8.79260485078158E-38
11683.638190954774	6.37459208932219E-38
11759.010050251256	6.71367227668106E-38
11834.38190954774	6.51254264418997E-38
11909.75376884422	6.49382766520597E-38
11985.125628140704	5.67383559638369E-38
12060.497487437186	5.22766832502047E-38
12135.869346733669	4.94871695029730E-38
12211.24120603015	5.69824782889897E-38
12286.613065326634	5.77441119614359E-38
12361.984924623115	5.85999723360841E-38
12437.356783919598	4.32655297110103E-38
12512.72864321608	5.45982410065540E-38
12588.100502512563	5.08331919960586E-38
12663.472361809045	6.60364883109158E-38
12738.844221105528	5.51214530791516E-38
12814.21608040201	4.85989967523854E-38
12889.587939698493	4.90802131756704E-38
12964.959798994974	4.72484676454457E-38
13040.331658291458	4.21595042942292E-38
13115.70351758794	3.78529448615290E-38
13191.075376884422	4.48650263772842E-38
13266.447236180904	3.99291383161778E-38
13341.819095477387	3.91747699893821E-38
13417.190954773869	3.51615965319192E-38
13492.562814070352	3.59848471827438E-38
13567.934673366834	3.47213498218704E-38
13643.306532663317	3.19626974872375E-38
13718.678391959798	3.38080074023688E-38
13794.050251256282	3.22038285285026E-38
13869.422110552763	3.13821857050874E-38
13944.793969849246	3.19060332573344E-38
14020.165829145728	2.94218640724558E-38
14095.537688442211	3.10506454908116E-38
14170.909547738693	2.92055812657040E-38
14246.281407035176	2.53210708615593E-38
14321.653266331658	2.79563797477555E-38
14397.02512562814	2.86376275674831E-38
14472.396984924624	2.67867810583613E-38
14547.768844221106	2.69472118242167E-38
14623.140703517589	2.66364252713269E-38
14698.51256281407	2.46657257485304E-38
14773.884422110554	2.44929301401721E-38
14849.256281407035	2.35661642826099E-38
14924.628140703519	2.37320676077016E-38
15000.0	2.24891118883185E-38
