Electron_projectile_energy, keV	cross_section, barn
1.0	0
76.37185929648241	0
151.74371859296483	0
227.11557788944725	0
302.48743718592965	0
377.85929648241205	0
453.2311557788945	0
528.6030150753769	0
603.9748743718593	0
679.3467336683417	0
754.7185929648241	0
830.0904522613065	0
905.462311557789	0
980.8341708542714	0
1056.2060301507538	0
1131.5778894472362	4.36535621005577E-31
1206.9497487437186	1.91060025052241E-34
1282.321608040201	6.96681184497137E-34
1357.6934673366834	6.88677927115351E-37
1433.0653266331658	1.12839476388130E-32
1508.4371859296482	6.83497698265005E-32
1583.8090452261306	1.05635221337938E-36
1659.180904522613	3.06336756073550E-37
1734.5527638190954	4.64258565057450E-38
1809.924623115578	5.25018353088921E-38
1885.2964824120604	6.34538869937226E-38
1960.6683417085428	2.03517192118934E-37
2036.0402010050252	4.04952854207778E-37
2111.4120603015076	4.22493603810754E-37
2186.78391959799	5.32383489878301E-36
2262.1557788944724	9.19720387159256E-35
2337.527638190955	1.39177994112507E-35
2412.899497487437	2.83346659277060E-36
2488.2713567839196	8.39311560498677E-36
2563.643216080402	1.68056268882394E-36
2639.0150753768844	9.09169139930387E-37
2714.386934673367	1.88456434777753E-36
2789.758793969849	4.58664405713432E-35
2865.1306532663316	1.64906808325741E-34
2940.502512562814	2.49305813898381E-36
3015.8743718592964	6.39164327666798E-37
3091.246231155779	2.76321013016766E-37
3166.618090452261	1.50576003619171E-37
3241.9899497487436	8.44698728056961E-38
3317.361809045226	5.81501088991995E-38
3392.7336683417084	4.04188251656083E-38
3468.105527638191	3.23363045861839E-38
3543.477386934673	2.46290474600928E-38
3618.849246231156	1.99493033378311E-38
3694.2211055276384	1.25074000362098E-38
3769.592964824121	8.95449092990133E-39
3844.964824120603	6.77956085085261E-39
3920.3366834170856	6.18476971379248E-39
3995.708542713568	4.63304997515632E-39
4071.0804020100504	5.01993025382387E-39
4146.452261306533	3.28373357405587E-39
4221.824120603015	2.95395818744925E-39
4297.195979899498	2.26020951830949E-39
4372.56783919598	1.66201976014374E-39
4447.939698492462	1.49826648278530E-39
4523.311557788945	1.22846554633823E-39
4598.683417085427	1.20787600783787E-39
4674.05527638191	8.83900922506254E-40
4749.427135678392	7.15868699143925E-40
4824.798994974874	7.13793244957796E-40
4900.170854271357	5.22819822217789E-40
4975.542713567839	4.49312337525661E-40
5050.914572864322	3.98995629490685E-40
5126.286432160804	3.09676313763355E-40
5201.658291457286	2.96237505244808E-40
5277.030150753769	3.07048883966330E-40
5352.402010050251	1.33518372204225E-40
5427.773869346734	2.11316778615330E-40
5503.145728643216	2.04771030989117E-40
5578.517587939698	1.68713084136641E-40
5653.889447236181	1.26923163246663E-40
5729.261306532663	1.37544140730340E-40
5804.633165829146	1.11582792918683E-40
5880.005025125628	1.76599572601995E-40
5955.37688442211	6.51831873801573E-41
6030.748743718593	6.16949030766857E-41
6106.120603015075	5.04612292191000E-41
6181.492462311558	3.11611549057864E-41
6256.86432160804	9.76784706279476E-41
6332.236180904522	4.02452180253585E-41
6407.608040201005	6.79569186273700E-41
6482.979899497487	2.62817065835700E-41
6558.35175879397	5.83683518870832E-41
6633.723618090452	6.30586664566464E-41
6709.095477386934	2.55622364301889E-41
6784.467336683417	5.14758635961931E-41
6859.839195979899	3.85260030402717E-41
6935.211055276382	5.91429346407251E-41
7010.582914572864	3.63436596871681E-41
7085.954773869346	3.95227123907634E-41
7161.326633165829	4.08411863118286E-41
7236.698492462312	1.96332233903570E-41
7312.0703517587945	5.23865398647676E-41
7387.442211055277	1.32569403431480E-41
7462.814070351759	3.78817691165266E-41
7538.185929648242	3.54824468831400E-41
7613.557788944724	5.60388768951188E-41
7688.929648241206	2.68443817187893E-41
7764.301507537689	3.51736540962366E-41
7839.673366834171	3.94062005113851E-41
7915.045226130654	4.08856560463725E-41
7990.417085427136	3.06916436693645E-41
8065.788944723618	3.35913980568994E-41
8141.160804020101	3.37589288568693E-41
8216.532663316582	4.08146751775739E-41
8291.904522613066	4.33294458764627E-41
8367.276381909547	4.32459959414361E-41
8442.64824120603	4.49236840219852E-41
8518.020100502512	4.42640762496157E-41
8593.391959798995	4.21119938898540E-41
8668.763819095477	4.53766384989183E-41
8744.13567839196	6.60446440360068E-41
8819.507537688442	3.52671631904272E-41
8894.879396984925	3.57293061909093E-41
8970.251256281406	3.85343997563209E-41
9045.62311557789	3.71602792987318E-41
9120.994974874371	3.94677273437271E-41
9196.366834170854	3.72871824819116E-41
9271.738693467336	3.84279317073167E-41
9347.11055276382	3.35008095285390E-41
9422.4824120603	3.91591120245024E-41
9497.854271356784	4.18674984273506E-41
9573.226130653265	4.51104589393068E-41
9648.597989949749	4.20161612083264E-41
9723.969849246232	3.70829883877213E-41
9799.341708542714	3.85802347224452E-41
9874.713567839197	3.58939871512156E-41
9950.085427135678	4.29479451513134E-41
10025.457286432162	3.58890824997353E-41
10100.829145728643	3.47756962934964E-41
10176.201005025127	3.79390496707818E-41
10251.572864321608	3.54375693655644E-41
10326.944723618091	4.33877856177418E-41
10402.316582914573	4.06323742612639E-41
10477.688442211056	4.67892323490718E-41
10553.060301507538	4.04923246805624E-41
10628.43216080402	3.86748196374203E-41
10703.804020100502	4.25677074581600E-41
10779.175879396986	3.79923193812756E-41
10854.547738693467	3.78023693778151E-41
10929.91959798995	3.53735262891109E-41
11005.291457286432	4.06396368864228E-41
11080.663316582915	4.03709680372692E-41
11156.035175879397	3.98145742683405E-41
11231.40703517588	3.81382641425219E-41
11306.778894472362	3.42620017812641E-41
11382.150753768845	3.71319528432180E-41
11457.522613065326	3.66668692030533E-41
11532.89447236181	3.39466144870849E-41
11608.266331658291	3.02635965609927E-41
11683.638190954774	4.05552001211415E-41
11759.010050251256	3.22358796030559E-41
11834.38190954774	3.47194618327394E-41
11909.75376884422	3.51573068355066E-41
11985.125628140704	3.46695354968655E-41
12060.497487437186	3.47431342242468E-41
12135.869346733669	3.21293979525262E-41
12211.24120603015	3.43119161305053E-41
12286.613065326634	3.26802377865289E-41
12361.984924623115	3.13911069001332E-41
12437.356783919598	3.03319522582719E-41
12512.72864321608	2.98616063619866E-41
12588.100502512563	3.19429313776693E-41
12663.472361809045	2.94008373374094E-41
12738.844221105528	3.06869144298764E-41
12814.21608040201	3.24850651073854E-41
12889.587939698493	2.98394920489237E-41
12964.959798994974	2.87103363963695E-41
13040.331658291458	2.97465323750875E-41
13115.70351758794	2.98873074778297E-41
13191.075376884422	2.79965386751185E-41
13266.447236180904	2.71905180649260E-41
13341.819095477387	2.86488532931882E-41
13417.190954773869	2.96780947385957E-41
13492.562814070352	2.84402317769751E-41
13567.934673366834	2.83867063577000E-41
13643.306532663317	2.80141470662875E-41
13718.678391959798	2.65837431342356E-41
13794.050251256282	2.75655232612335E-41
13869.422110552763	2.71858440984912E-41
13944.793969849246	2.51722334601162E-41
14020.165829145728	2.58920574612789E-41
14095.537688442211	2.59791416119201E-41
14170.909547738693	2.46748321317200E-41
14246.281407035176	2.57407466893677E-41
14321.653266331658	2.71281598581158E-41
14397.02512562814	2.47131255177991E-41
14472.396984924624	2.64949034401330E-41
14547.768844221106	2.52417720796818E-41
14623.140703517589	2.43470876007931E-41
14698.51256281407	2.41079298095352E-41
14773.884422110554	2.47758147048059E-41
14849.256281407035	2.26280740149545E-41
14924.628140703519	2.37276181136177E-41
15000.0	2.35325652415866E-41
