Electron_projectile_energy, keV	cross_section, barn
1.0	0
76.37185929648241	0
151.74371859296483	0
227.11557788944725	0
302.48743718592965	0
377.85929648241205	0
453.2311557788945	0
528.6030150753769	0
603.9748743718593	0
679.3467336683417	0
754.7185929648241	0
830.0904522613065	0
905.462311557789	0
980.8341708542714	0
1056.2060301507538	0
1131.5778894472362	0
1206.9497487437186	0
1282.321608040201	0
1357.6934673366834	0
1433.0653266331658	0
1508.4371859296482	0
1583.8090452261306	4.34796788819879E-18
1659.180904522613	5.45457039605095E-20
1734.5527638190954	8.85684980787340E-20
1809.924623115578	5.06280773858553E-17
1885.2964824120604	4.89264176710196E-20
1960.6683417085428	2.93687873383896E-21
2036.0402010050252	4.67328433436116E-21
2111.4120603015076	8.08251428525642E-20
2186.78391959799	1.01861668924446E-18
2262.1557788944724	7.68594843045632E-19
2337.527638190955	4.50420679390502E-21
2412.899497487437	5.90969225690549E-22
2488.2713567839196	2.48314646176349E-22
2563.643216080402	5.43037057120478E-23
2639.0150753768844	3.34947534773608E-23
2714.386934673367	1.83494945397959E-23
2789.758793969849	9.90257676431098E-24
2865.1306532663316	1.18209762819045E-23
2940.502512562814	9.31048143174234E-24
3015.8743718592964	5.35001178283708E-24
3091.246231155779	2.07105288841145E-23
3166.618090452261	1.66804566839237E-23
3241.9899497487436	1.99149609370105E-23
3317.361809045226	2.82046750842260E-23
3392.7336683417084	2.41453844651988E-23
3468.105527638191	7.43557718133133E-23
3543.477386934673	1.88527669148253E-22
3618.849246231156	1.00323832744494E-21
3694.2211055276384	7.09336077256985E-20
3769.592964824121	4.88351774577079E-21
3844.964824120603	1.59908435600912E-21
3920.3366834170856	1.48879307678032E-21
3995.708542713568	8.57946721225476E-22
4071.0804020100504	2.72893341934009E-21
4146.452261306533	7.75977208630863E-19
4221.824120603015	5.76368345603454E-21
4297.195979899498	1.37806889764623E-21
4372.56783919598	7.11181610621321E-22
4447.939698492462	3.69070985314956E-22
4523.311557788945	3.57329540698734E-22
4598.683417085427	9.70553264469255E-22
4674.05527638191	5.69451746096850E-21
4749.427135678392	2.51040214858833E-21
4824.798994974874	1.55365530414588E-22
4900.170854271357	3.53936526462149E-23
4975.542713567839	1.12982095181900E-23
5050.914572864322	5.47383235321703E-24
5126.286432160804	3.74912518833553E-24
5201.658291457286	1.23221165962206E-24
5277.030150753769	1.26534756654590E-24
5352.402010050251	4.34104974290601E-25
5427.773869346734	9.65485669984097E-25
5503.145728643216	4.50494323327696E-25
5578.517587939698	4.42269299482371E-25
5653.889447236181	1.93968515274145E-25
5729.261306532663	1.89841901939186E-25
5804.633165829146	1.42156328605275E-25
5880.005025125628	2.34604337508973E-25
5955.37688442211	1.41089490384110E-25
6030.748743718593	8.38230786715242E-26
6106.120603015075	1.25572536900036E-25
6181.492462311558	5.83769266470534E-26
6256.86432160804	5.08230189234770E-26
6332.236180904522	2.61869200438015E-26
6407.608040201005	4.58869934793323E-26
6482.979899497487	1.25850758653680E-26
6558.35175879397	6.11607701384694E-26
6633.723618090452	3.56350906935382E-26
6709.095477386934	5.75019169149710E-26
6784.467336683417	2.29540825146795E-26
6859.839195979899	1.39800759940389E-26
6935.211055276382	7.57291068387357E-27
7010.582914572864	1.07284184370855E-26
7085.954773869346	1.47879029798497E-27
7161.326633165829	1.74260705599501E-26
7236.698492462312	1.49364741761638E-26
7312.0703517587945	2.12061370823423E-26
7387.442211055277	1.88329429490215E-26
7462.814070351759	1.63791998072777E-26
7538.185929648242	1.63647522741770E-27
7613.557788944724	8.20239763752021E-27
7688.929648241206	4.98681249409529E-27
7764.301507537689	2.85694912119691E-27
7839.673366834171	5.76586225544034E-28
7915.045226130654	8.03818535838368E-27
7990.417085427136	2.28081605257324E-27
8065.788944723618	3.36643633543830E-27
8141.160804020101	1.19657413365519E-27
8216.532663316582	6.41265234197246E-27
8291.904522613066	4.35470075281801E-28
8367.276381909547	5.91350272837433E-29
8442.64824120603	7.89809113908464E-28
8518.020100502512	5.97738133176332E-28
8593.391959798995	4.69247925560639E-27
8668.763819095477	3.35923226970590E-27
8744.13567839196	2.43722659798862E-28
8819.507537688442	9.26989999674102E-30
8894.879396984925	2.99598224429226E-27
8970.251256281406	4.41715522960697E-27
9045.62311557789	1.36211230778733E-27
9120.994974874371	1.53118742393320E-27
9196.366834170854	2.97180917619101E-28
9271.738693467336	7.71168428976744E-28
9347.11055276382	5.79084677111327E-28
9422.4824120603	1.42433654537243E-27
9497.854271356784	6.77047822134317E-29
9573.226130653265	2.68595911568484E-28
9648.597989949749	6.82030412409352E-28
9723.969849246232	8.39469391232556E-28
9799.341708542714	9.35539932365807E-31
9874.713567839197	1.08708993613828E-27
9950.085427135678	1.06824825001453E-27
10025.457286432162	4.31929140118597E-28
10100.829145728643	4.36337891114550E-29
10176.201005025127	2.89748124321860E-28
10251.572864321608	1.02343365965534E-28
10326.944723618091	1.86531165167654E-28
10402.316582914573	1.26110912721841E-28
10477.688442211056	8.26869747064557E-28
10553.060301507538	4.30038641904042E-28
10628.43216080402	1.56338809179182E-27
10703.804020100502	8.16791615193697E-29
10779.175879396986	7.83530044089428E-28
10854.547738693467	1.42878133802299E-28
10929.91959798995	1.41000959994846E-27
11005.291457286432	1.09593919485420E-28
11080.663316582915	9.32613319721417E-28
11156.035175879397	3.26642589177906E-29
11231.40703517588	8.21942727533792E-30
11306.778894472362	2.51143114107189E-28
11382.150753768845	3.05931836792316E-29
11457.522613065326	4.68620089873915E-29
11532.89447236181	4.28155213393040E-28
11608.266331658291	1.36636005146914E-28
11683.638190954774	7.75411711807453E-29
11759.010050251256	5.56847941800960E-29
11834.38190954774	1.91587512313849E-28
11909.75376884422	2.47003716141315E-29
11985.125628140704	3.19457468768750E-28
12060.497487437186	1.66796414825014E-28
12135.869346733669	3.42843042784647E-29
12211.24120603015	1.82576273808014E-29
12286.613065326634	5.03765923564230E-29
12361.984924623115	1.33482166259025E-29
12437.356783919598	1.21771229636433E-28
12512.72864321608	4.63975019477888E-29
12588.100502512563	1.15219599640009E-29
12663.472361809045	1.22241699753521E-28
12738.844221105528	1.41581002708912E-28
12814.21608040201	4.28922320584463E-29
12889.587939698493	6.50302088333305E-29
12964.959798994974	1.09494293983948E-28
13040.331658291458	1.27023393020119E-28
13115.70351758794	6.28636924423393E-29
13191.075376884422	7.23637588397863E-29
13266.447236180904	6.61004636048814E-29
13341.819095477387	1.59498422286275E-28
13417.190954773869	1.55481762262114E-28
13492.562814070352	4.53906012886148E-29
13567.934673366834	9.72388490063515E-29
13643.306532663317	1.00302090721081E-28
13718.678391959798	2.61142836019359E-29
13794.050251256282	4.32141093443102E-29
13869.422110552763	1.18844052786834E-28
13944.793969849246	1.15596813799626E-28
14020.165829145728	7.55856146475562E-29
14095.537688442211	1.75404390436570E-30
14170.909547738693	8.27119966579980E-29
14246.281407035176	5.43124892297948E-29
14321.653266331658	1.32768547331115E-28
14397.02512562814	7.13640883951367E-29
14472.396984924624	1.35890410025151E-28
14547.768844221106	6.44274221760980E-29
14623.140703517589	8.56808381099400E-29
14698.51256281407	9.92907022277361E-29
14773.884422110554	7.60959089376955E-29
14849.256281407035	3.42273115971334E-29
14924.628140703519	5.11989972013260E-29
15000.0	1.50932119842079E-28
